岗位名称,岗位详情地址,薪资,公司名称,工作地点,经验要求,学历要求,岗位描述,公司融资情况,公司人数,公司行业,福利待遇
数据统计专员,https://www.zhipin.com/job_detail/7fe8f06146dd9c781XJ_3dq1EVZU.html?lid=4GheoLrpdiX.search.100&securityId=HHDlELJ3LY8O2-V1AYb7WqJbOjoqW8f5a6OOdfuL8M7y3TDL2z_wGmlsgz6lRUu63379TPxRyX88iFx8vHfx2WiCiQGfhYlzC7JY3PcXb_jPcaFPmQ~~&sessionId=,4-5K,金证顾问,长沙,1-3年,大专,统计,C轮,500-999人,互联网金融,五险一金 加班补助 全勤奖 年终奖 带薪年假 员工旅游 餐补 通讯补贴 节日福利 零食下午茶 五险
大数据工程师,https://www.zhipin.com/job_detail/440d6dd4d3ac50591nx93tm0GVRR.html?lid=4GheoLrpdiX.search.101&securityId=Zu3RRjOpwvV6v-c1uQ7CQ99SyzZje1Q-w7WcSYh0N6Ci_UDSIFJYUDybcBwUxegLuRnj6m-FxiLX0gctvul1mNgGV0YH-f8sE96746HhG0LM52ofmw~~&sessionId=,6-9K,恒电科技,长沙,1-3年,大专,Python HIVE Spark Shell Hadoop,未融资,20-99人,计算机软件,交通补助 生日福利 节日福利 团建聚餐 带薪年假 工龄奖 五险一金
数据运营,https://www.zhipin.com/job_detail/ce22bdeed828349b1XN-29S4E1dW.html?lid=4GheoLrpdiX.search.102&securityId=gucqfs7mzV8FJ-C1V3ydthW6K06c1DZ7x1OXIYGDYkJ8cpliNRBqPQTRnzNFZa_mLpGp4sZzikBaFYyTIsGBrlCE2DIULJywF2wdvSfleRhbi1x2-Q~~&sessionId=,8-13K·13薪,木瓜移动,长沙,1-3年,本科,业务数据分析 投放数据分析 SQL 统计/数学相关专业 金融/经济相关专业 理工科背景,D轮及以上,100-499人,移动互联网,交通补助 生日福利 节日福利 团建聚餐 餐补 带薪年假 加班补助 股票期权 定期体检 补充医疗保险 五险一金 带薪病假
物流数据分析工程师_ED,https://www.zhipin.com/job_detail/ba248fcab4d930731XN92d-6EVtV.html?lid=4GheoLrpdiX.search.103&securityId=JxsUacckowhuF-C1-5Vohc8fSJ5EFQ1daNS5GhmdzvqkmUXwqlIN3CvsxaQ1mXkATsm5Szk2r7J-8Q7_SmpQWJXdiuerc3xNkraDgxO56rsIPoEG8Q~~&sessionId=,8-13K·14薪,博世中国 / 集团,长沙,1-3年,本科,SQL Python Power BI 数学/统计相关专业 计算机相关专业 物流行业数据相关经验,不需要融资,10000人以上,智能硬件,五险一金 补充医疗保险 年终奖 带薪年假 员工旅游 免费班车 餐补 通讯补贴 交通补助 节日福利 补充公积金
数据专员,https://www.zhipin.com/job_detail/a7b73a6080ad52d51HR729S_FlpQ.html?lid=4GheoLrpdiX.search.104&securityId=zO9Kds6BjK3K4-41OUf7Edn2OgUqq_zrKEq_e5LviJS2kdk3NCpN1bgdZLgPlZceiPTn94L1bmKnqWEMQIPch1GBIB81YECiPpN2ejGvJLhJgtl9&sessionId=,4-6K,帘帘好运商贸有限公司,长沙,1-3年,大专,Excel,未融资,100-499人,电子商务,年终奖 股票期权 带薪年假 员工旅游 节日福利 零食下午茶 五险
数据专员+周末双休+社保,https://www.zhipin.com/job_detail/efd68ea57d3f56241XJ83tq8E1NR.html?lid=4GheoLrpdiX.search.105&securityId=QMddlNoCYCpEC-b1T1IGV8yUPk7HEexlqpDySCpeb7H1qBWApHH4oEPHzHVhtnUWniMcus1sWPnPhFjt0dPvqj-gDPiU1PHNVMSK3v0H9kl2KzYV&sessionId=,5-6K,成都顶呱呱投资集团,长沙,1-3年,本科,业务数据分析 营销活动效果分析 数据分析/商业分析经验,未融资,1000-9999人,企业服务,定期体检 全勤奖 年终奖 股票期权 带薪年假 员工旅游 交通补助 节日福利 零食下午茶 生日福利 绩效奖金 员工关爱基金 五险
数据分析师,https://www.zhipin.com/job_detail/896b9e709f0ea2311HR-3Ni_GVRS.html?lid=4GheoLrpdiX.search.106&securityId=7Tda4MUDjbbkV-H1JhTtywMGzZF2QDw16BDvz_qOP0hmmCmZ59FqcvJGpbtoW0cvXHCmBfaRmoin-Y71ze5MLy-EUFfjkI-sYQDUHIin5ZGUMrhDU6c~&sessionId=,20-21K,某大型电子商务公司,长沙,5-10年,大专,Python 电商/零售行业数据相关经验 数据分析/挖掘经验,,,,生日福利 节日福利 宿舍有空调 包住 团建聚餐 工龄奖 年终奖 定期体检
数据分析师,https://www.zhipin.com/job_detail/7ce6114f246e54191XJ52Ny6FlRT.html?lid=4GheoLrpdiX.search.107&securityId=8AWrBT_rTbNzT-X1psE97TDw0mBCpQXCczhu1aohcS57lroJDgaI0yeRFSN7r6xeapoALwkMNLR1Mml4o0rz7zBHGPy_KKFEux7lCJow0crpQO3aMg~~&sessionId=,4-7K,圣易璐服饰,长沙,1-3年,大专,数据分析 Excel 消费金融,未融资,500-999人,服装/纺织/皮革,五险一金 加班补助 全勤奖 年终奖 股票期权 带薪年假 员工旅游 餐补 包吃 节日福利 升职加薪
数据分析师,https://www.zhipin.com/job_detail/3066e439dd7b31341Xd_39W7GVRW.html?lid=4GheoLrpdiX.search.108&securityId=82LVpd0vi9A12-g19t9HysSVPFdTTXmWZ8mSi16jShvmVh4dXyYDV9zr9AEP67CdYTJQDOkSPwAKPYMF23FS6skl7gGnmQx1LsmBqDLUShQXey6THTA~&sessionId=,15-20K,湖南省建院,长沙,3-5年,硕士,机器学习建模经验 Hive 回归分析 数据分析/挖掘经验 Hadoop Kafka 计算机相关专业 Spark 决策树 Python SQL,,1000-9999人,建筑设计,节日福利 餐补 包吃 带薪年假 定期体检 五险一金
数据运营专员（双休+五险一金）,https://www.zhipin.com/job_detail/8dcf5acca4cdc8651HR829m4EFdR.html?lid=4GheoLrpdiX.search.109&securityId=UOGza14pCgEKR-F1TfYW5SGRuPydC4bqKQMvmK1gcYRsiwmXi0iN2so-yhDcuEqhYxDh2wJrk8-iZ2hblSJaemeYrckjZmP9z_KkvlXSzKlTQoAq0w~~&sessionId=,5-7K,浪花传媒,长沙,1-3年,大专,投放数据分析 业务数据分析,未融资,100-499人,媒体,节日福利 零食下午茶 餐补 员工旅游 带薪年假 全勤奖 加班补助 底薪加提成 绩效奖金 年终奖 定期体检 五险一金
高级数据统计分析师,https://www.zhipin.com/job_detail/6f586623888f5a7c1XN629y7EFVS.html?lid=4GheoLrpdiX.search.110&securityId=hmIcnowngNxqE-M1HWwBDNaVJIl2H6EVCmXneYRxv6quNgwN-0XySG5FFNs4NRVxGc9UwCu5DWWgzEsSJJQuqRVRNjBOV_6vmw5BCVdTFupl3GKV-os~&sessionId=,5-10K,医智行,长沙,经验不限,本科,医学相关专业 统计学相关专业 SPSS Python R语言,未融资,20-99人,制药,五险一金 定期体检 加班补助 年终奖 带薪年假 节日福利 零食下午茶
挖掘机--机械设计研发,https://www.zhipin.com/job_detail/e5253eb6ed18e6a21XN829i6FVNV.html?lid=4GheoLrpdiX.search.111&securityId=CEmbI1ihHOu9U-z1wAfXnOsUrW-kVVC4TzCO3YMsB64N3j08jMprg5ciVXbYT6s_dOrMUUN1hoa92xM9NUHkrRnVZUcP96swKdmYOFzZehQJo-hyVw~~&sessionId=,26-40K,某500强上市公司,长沙,经验不限,学历不限,重型机械 挖掘机,,,,五险一金 定期体检 年终奖 股票期权 带薪年假 免费班车 通讯补贴 包吃
数据分析岗,https://www.zhipin.com/job_detail/4766b1e38f8355a51HR539i0GFNW.html?lid=4GheoLrpdiX.search.112&securityId=ICyspj1SGWmeB-f1epkrAgef_tW_5fRuYhLSuaXGawmT0mhiQHhAoVRJvpLPnMS-w7CiiOnN3YdK90PyM6lXwmmoK8q6JH5xq1ponvMBERKhVkP3HmCITfKKCBTD2JWyUQuv_FUfv6TNnYMSemyDUiw~&sessionId=,20-30K·15薪,某大型基金公司,长沙,5-10年,硕士,计算机相关专业 数据分析/挖掘经验 金融行业数据相关经验 数据分析 分析模型 金融 互联网,,,,
数据研究分析师,https://www.zhipin.com/job_detail/2e4d0cfbf38327ed1XBz2d29EVpS.html?lid=4GheoLrpdiX.search.113&securityId=xbnYQOBbOIoaJ-t1RHFyJvhsMDbQ0zUzZMkjvFuTPfLySkr6qJm2ljLWqsqKEqX8GeTmP-3NPVNYFAE1K5roob0ZUZDslg-0QfEnDr6yMWLPjtjLhw8~&sessionId=,4-8K,嗨普智能,长沙,1-3年,本科,SQL Python Excel 广告监测,B轮,500-999人,计算机软件,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 节日福利
大数据挖掘工程师,https://www.zhipin.com/job_detail/3f6f571849d733621nZ62t-8FVRR.html?lid=4GheoLrpdiX.search.114&securityId=sLZxvdJHggFP--e1s2_7VpILm-TlZdzzWDh9NTAOU8Z-HUnlSo2N5muKZXIObbcHIloQc6TvA2J-slw8CELR97Kn8zFXzXgxPg1K9sBJ-6xGR4QeSw~~&sessionId=,10-15K·13薪,澄科,长沙,3-5年,硕士,深度学习算法 Python 自然语言处理 Hadoop Spark Mahout SAS SPSS,未融资,20-99人,互联网,五险一金 定期体检 年终奖 员工旅游 节日福利 零食下午茶
生物统计数据分析员,https://www.zhipin.com/job_detail/4413a3684f9e3e431HR-39-5GFVV.html?lid=4GheoLrpdiX.search.115&securityId=ZMauw9yu54SH6-31HLTaWRnLxy3VQl2riFwCaNVcXAnyV8dlDqEhu0iWxVU9ega9obDajbDsPKqhOCRoP9PzehrUlSHha8gHZq8QYaU6_oR1SdA2dQ~~&sessionId=,5-10K,湖南慧泽生物医药...,长沙,经验不限,本科,统计学相关专业 SAS R语言,A轮,100-499人,制药,免费工作餐 生日福利 节日福利 团建聚餐 零食下午茶 带薪年假 法定节假日三薪 股票期权 保底工资 定期体检 五险一金 定期团建 孝亲福利 节日福利 生日福利
数据分析员,https://www.zhipin.com/job_detail/60cdc5f59242ea151HR62d27F1RS.html?lid=4GheoLrpdiX.search.116&securityId=_qGk885exK_US-01q4KQWVF8CN_XwshL2fylzO0gmISQJ1Jnad4ZN_iM01lUxmgyg6UWUFUuLKwsIucXJjt3WcmVp6F75sGgq2PL6oNP8qxzamyKMA~~&sessionId=,8-10K,深圳益心达,长沙,3-5年,本科,Python SQL 数学/统计相关专业 数据分析/挖掘经验,不需要融资,500-999人,医疗健康,五险一金 补充医疗保险 定期体检 加班补助 全勤奖 年终奖 带薪年假 员工旅游 餐补 节日福利
大数据分析工程师,https://www.zhipin.com/job_detail/82b5c13f9da4ad931X163di7EVJV.html?lid=4GheoLrpdiX.search.117&securityId=fhPRyl39jiudF-O1xc99n2EqzmfzR9m7bGPDASfz-5ljAxIkm54diBrzNyiGShkkHEMt5N1k8j2ewZLKepcz0gtNldPYg-jxgeiIfXAMKxCE6mKbWw~~&sessionId=,10-12K,湖南问号科技有限公司,长沙,1-3年,本科,SQL Python,不需要融资,0-20人,计算机服务,交通补助 有无线网 团建聚餐 带薪年假 底薪加提成 保底工资 绩效奖金 年终奖
数据分析师,https://www.zhipin.com/job_detail/553831fbeae27cb61XV83N-8FVBW.html?lid=4GheoLrpdiX.search.118&securityId=ACeGZIDVzLwU4-81o3u1NJQf6oeRx5Fr23I5kZLHmS3L7p1v8Tntb4hKcixoNR4FgWi6jhwrkqvMB10vpYdX8a_pyWW0sClQUuMmyY5lSShuobU~&sessionId=,10-15K,Webull微步,长沙,1-3年,本科,数据分析 数据挖掘 数据仓库 Excel SQL 消费金融 BI 大数据,C轮,500-999人,证券/期货,交通补助 节日福利 零食下午茶 餐补 带薪年假 股票期权 年终奖 定期体检 五险一金
电气数据分析师,https://www.zhipin.com/job_detail/d86c6df8ecd6a5711HR_3tS9FFNW.html?lid=4GheoLrpdiX.search.119&securityId=zhBGRfFryKQrv-L1Qnce9HYRPOsaObPBI41dAQcC16fSe7nlBLERnVxlLiE9o1GydqlLMibrUnWPgPgDHLT5cHqRNn3UHqv8dF20jcyC5fDmLTScM3bW&sessionId=,4-5K,湘能智能,长沙,经验不限,本科,电气自动化 电力系统,未融资,100-499人,仪器仪表/工业自动化,五险一金 补充医疗保险 定期体检 全勤奖 年终奖 带薪年假 员工旅游 通讯补贴 交通补助 包吃 节日福利 包住
数据核查专员,https://www.zhipin.com/job_detail/b297ddacc28b61311HR-3969ElBZ.html?lid=4GheoLrpdiX.search.120&securityId=uFQHBzndXO7EX-q1EyLoaqnt_yU1g51qKZLuLsDP1lufsiW49TipkjtcqlrHlWvQINObdQTynHYeaFmWGgm4OgZ2NzZGw_xvKbEVixznPTMAgik4bN8~&sessionId=,4-6K·13薪,仟传,长沙,1-3年,大专,标注方法优化 标注结果抽查 数据分析能力强,B轮,500-999人,互联网,五险一金 定期体检 加班补助 年终奖 带薪年假 员工旅游 交通补助 节日福利 零食下午茶
挖掘机维修学徒,https://www.zhipin.com/job_detail/32cb17edb2f8c6811Xx90ty5EldV.html?lid=4GheoLrpdiX.search.121&securityId=XR2bzR99loOUp-51vStpjx0zqrXZjui3bD81aYwOIfkyXbYpymx0QL5ureF83IlEfzxWfm5u98RZAzbMTHlY9cdmrX6sDHB98d3ZuBtpvaROZ-dIy-vv&sessionId=,1-2K·13薪,长沙韩一机械设备,长沙,经验不限,学历不限,上门维修/保养职位 重型机械 会开车,,0-20人,机械设备/机电/重工,
挖掘高潜娱乐主播不谈钱谈缘,https://www.zhipin.com/job_detail/e9407017b2d770461HR-2969EVtX.html?lid=4GheoLrpdiX.search.122&securityId=-KL7sdeyc33I6-e1KF23jHaedQ6jugDvtJvRIjnZg7nrZHNmjnonY2ba3UBQ6fw1m2f2Dlmv3EHSPRI-NBUAZmPrXVJzp6trggni2SCs7lciiUogLgk~&sessionId=,20-40K,梦莉源文化,长沙,经验不限,学历不限,娱乐才艺 不谈钱要谈缘,不需要融资,20-99人,文化/体育/娱乐,全勤奖 餐补 住房补贴 包住 五险
数据标注经理,https://www.zhipin.com/job_detail/89328897eb98fe531X1639-5GVRZ.html?lid=4GheoLrpdiX.search.123&securityId=-Klx5md8zEVY3-T1CqKJhSVHZ36u2nU0SCGFQmkmJZK26lJjJLQ9pRng_SI9aK5Sp2O0_L7ZOxLzbkJ0Y7mlE23lW84MHWNhg89p94ZBtgaLPBh0OA~~&sessionId=,8-13K,百观科技,长沙,1-3年,本科,全职工作 数据标注 数据清洗,A轮,100-499人,互联网,交通补助 节日福利 通讯补贴 零食下午茶 餐补 员工旅游 带薪年假 股票期权 年终奖 定期体检 意外险 补充医疗保险 五险一金
数据架构师岗位,https://www.zhipin.com/job_detail/672dfd8c80db56011HR63926E1FV.html?lid=4GheoLrpdiX.search.124&securityId=brdX3N_TGMESC-u1X5iFEVcaJhF7rYLNBXpfBeNwSKbI1I6SF7yCZL7vU69Rj3w4n_5N8iTjWiRBC3aYtDmwYYVEqfXfWb0ODmSAYnxGlJqxqcyTYA~~&sessionId=,20-40K,某银行公司,长沙,1-3年,本科,数据开发 Hive SQL 架构设计,,,,
数据仓库,https://www.zhipin.com/job_detail/4f30efb5e38ded321X1y3tW5EFZQ.html?lid=4GheoLrpdiX.search.125&securityId=QCtddcWpAkH7r-r1XZHY4G1bmSMnH5TaqIli7bN1f8F6qn93n1shWqecK7DIZwj3Mlbx8G2sRwF9zVUK_dzf9mM1B4S7ZNICjN5_gakSsm-wxfTx7w~~&sessionId=,5-6K,湖南中央大厨房公司,长沙,1-3年,大专,计算机相关专业,未融资,20-99人,其他服务业,加班补助 年终奖
数据分析师,https://www.zhipin.com/job_detail/c07c23423f8012751XJ_2dy4EVRX.html?lid=4GheoLrpdiX.search.126&securityId=sIiw2asBgU2kp-917coZJOJMbwjAPDq-12xuXpHw-2-hvZAFGrTCJ6eoGkMQRdYGx5V3dZoDdq01kw6WE4ft_8Q1R8lUB9aFc4V8sVu7lbd1w6gRxRU~&sessionId=,15-25K,某知名文化公司,长沙,1-3年,本科,数学/统计相关专业 计算机相关专业 用户画像分析 电商 零售,,,,生日福利 节日福利 高温补贴 团建聚餐 零食下午茶 员工旅游 带薪年假 工龄奖 法定节假日三薪 节假日加班费 夜班补助 加班补助 股票期权 底薪加提成 保底工资 绩效奖金 定期体检 意外险 补充医疗保险 五险一金
数据实施工程师,https://www.zhipin.com/job_detail/a76606555275991d1XZ809S8EVJV.html?lid=4GheoLrpdiX.search.127&securityId=JtkIkNSFFnbPl-k1A9CxDvMh_jZGBxE_aTvYY978VPO2X-sspgICxl1apYX993bZHjQyEPwF9HW_T6JWKPbGmAas4qlJaYmzYfJ71Kc61gqOEIoSRg~~&sessionId=,5-8K,云医创想,长沙,1-3年,大专,Oracle MySQL SqlServer 数据处理,A轮,20-99人,计算机软件,五险一金 加班补助 年终奖 带薪年假 员工旅游 节日福利 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/322d25f883dbf4321X1_09u9FltX.html?lid=4GheoLrpdiX.search.129&securityId=9iHK5jM8Njt9N-51xWu6Ug0X1F6G4m7i1yEaTUO1iKsQQPnRtH95zUWZdxddmV9U3Olrdk5_xuJp69NzENAwTvMfmliWYLte9EIeXg31HB3kW7s8KIU~&sessionId=,20-35K,某知名文化公司,长沙,经验不限,本科,SQL 数学/统计相关专业 计算机相关专业 新零售行业,,,,生日福利 节日福利 高温补贴 团建聚餐 零食下午茶 员工旅游 带薪年假 工龄奖 法定节假日三薪 节假日加班费 夜班补助 加班补助 股票期权 底薪加提成 保底工资 绩效奖金 定期体检 意外险 补充医疗保险 五险一金
数据分析师(J10083),https://www.zhipin.com/job_detail/a07d6f725a1c870a1HR709u_ElRZ.html?lid=4GheoLrpdiX.search.130&securityId=uWinrenzloE0g-e1deo4L0nVI10ZSWaCw0arUQeAp6XwCqyoIBv40advO9uOncm9Oa6ttbTVTpRZZLLGFiuMU2xW9G2I-W6KZB6BcnzWFGjrkdKA&sessionId=,15-25K,新佳宜便利店,长沙,3-5年,本科,SQL,B轮,500-999人,新零售,五险一金 加班补助 年终奖 股票期权 带薪年假 交通补助 节日福利 住房补贴
电商数据分析师,https://www.zhipin.com/job_detail/92ba563285f5185b1HR-2NS9FFNQ.html?lid=4GheoLrpdiX.search.131&securityId=aZkS2FytE7xG--31H31wRNTiQg6q59S7nUfHnl_dr4FXQ6xCvl20LW_DAfKfDYG_QFqcYCGECbfUlPnb4jtfvDm8jhFFyfX2xrVuXlcdH25mmlB0jBcs&sessionId=,15-25K,某大型电子商务公司,长沙,5-10年,大专,Python SQL,,,,
数据分析师,https://www.zhipin.com/job_detail/d6285d1357cd216e1XB-39y0GVRR.html?lid=4GheoLrpdiX.search.132&securityId=Kn4Pyu9srw-bM--1_3e5If1bB_4-9EUPDwtfNOaX5bBSgeV2Q7pCH4g83jEA9QCCDvIAWnG9pI6iS1h1wzKlt89NYVQpGwGCv43yxePG0BQ7KG_CxwU~&sessionId=,20-30K,某大型银行公司,长沙,3-5年,本科,sql sas,,,,
数据算法工程师,https://www.zhipin.com/job_detail/c7e405c1aad455291XJ43N65FlJS.html?lid=4GheoLrpdiX.search.133&securityId=WIzQaCLntNp6v-t1g6MqYt--gaCQyInts_LpJzyTyPl2yE0iOLceeJrvC4RjknV7_I3j9BWS46HxtP9hXVSYJFYKVB7iQPLnovc_cfbmGr-yfcRcK40~&sessionId=,10-15K·13薪,中联智慧农业,长沙,3-5年,本科,研究导向 Python 计算机相关专业 数学/统计相关专业 深度学习经验 智慧农业,,10000人以上,农/林/牧/渔,交通补助 生日福利 节日福利 高温补贴 免费班车 免费工装 住房补贴 包住 团建聚餐 餐补 节假日加班费 加班补助 定期体检 意外险 补充医疗保险 五险一金
数据分析师,https://www.zhipin.com/job_detail/615c881add3d88661X183NW5FlBY.html?lid=4GheoLrpdiX.search.134&securityId=vayxNYXIutizA-W1bwIyDpID-h9bXPOvVhn5SHNbPEmXgikGYTr87kklXoKJMu1izWPDOg49Kz0S7fhvAaxyPkJDDD-QV8fFCGN46bylLGqV0mBK4ZI~&sessionId=,8-12K·13薪,老百姓大药房,长沙,1-3年,本科,SQL Python,已上市,10000人以上,医疗健康,五险一金 补充医疗保险 定期体检 全勤奖 年终奖 带薪年假 员工旅游 免费班车 餐补 通讯补贴 交通补助 包吃 节日福利
数据处理员,https://www.zhipin.com/job_detail/b6dc63ec3ca38f3d0HJ73ti_EFA~.html?lid=4GheoLrpdiX.search.135&securityId=1HqWi9Wl7sC0Y-m1VYllfAY5Fq-LEP18GrDOypt8p2RGNfP_I6apl1z59UajdLZb6WsXFo703EJisXchwH3AhIQTIToi_pZLGrvNczmeRv8HiY8~&sessionId=,4-6K·13薪,启明合心,长沙,经验不限,学历不限,全职工作 学科 数据标注 校对 理科 审核,B轮,20-99人,数据服务,年终奖 五险一金 午休时间 高效沟通 能力快速提升
【数据分析师】业务方向,https://www.zhipin.com/job_detail/a3146367d3d4e9931X1_2Ny7GVZV.html?lid=4GheoLrpdiX.search.136&securityId=4fkkFK6mkMwy2-N1hQkXGRNWbFRxRed1QKBbnvSEeacyZYgJxB-RGebjxMG4P50cVpsdBCXy0w_yHsBxQa5Vj3BcDvlFllOuVZArM9FF97s-fitNg90~&sessionId=,10-15K,羊驼教育,长沙,3-5年,本科,Python Power BI Tableau GoogleAnalytics 数据分析,A轮,500-999人,在线教育,五险一金 补充医疗保险 定期体检 股票期权 带薪年假 员工旅游 节日福利 零食下午茶
数据镗铣师傅,https://www.zhipin.com/job_detail/5f2dc32b523f83f11XV92ty6EFdX.html?lid=4GheoLrpdiX.search.137&securityId=IGIZADdsR2PeZ-T17uNkKjeoPOu6S9Jk7EPeI_6eglK1nFzC5c-Vbh1cGId9lPV-SfLtU4g5opLAv96KgsmjUigKEuedS-d94bHXkyRtdJHYle2gyoo~&sessionId=,8-13K,长沙卓准机械有限公司,长沙,1-3年,学历不限,西门子 法兰克 数控镗,,20-99人,机械设备/机电/重工,包吃 全勤奖 加班补助 包住
大数据分析工程师,https://www.zhipin.com/job_detail/1d696c46566d29b11XJz3Nu0FVBU.html?lid=4GheoLrpdiX.search.138&securityId=vQPeMEb4H2Oc9-I1aDCsXHT4AYvFXrdTjTjYjuYd391Z4J1Ac-rUOezevo-Zd7ORMTGxhQZ2-M1Ysq2FR5tMcAYR0kp_FjPaiU_v7meTMUcCEiPew18~&sessionId=,15-25K,蓝思系统,长沙,3-5年,本科,机器学习建模经验,未融资,500-999人,智能硬件,五险一金 定期体检 年终奖 带薪年假 免费班车 餐补 节日福利 住房补贴
大数据讲师,https://www.zhipin.com/job_detail/7cbe22a8d52e1de91Xx92Nu6FFBV.html?lid=4GheoLrpdiX.search.139&securityId=nSjRKLAY3eoYL-d1diXgNVL2fyellCktWic3rvU5lWbvq10JFSvkGCqSxsBEOH5sZXmKuO0RYvR_VCGtSlPztM_E_9lT_DifLK212VNgMrXOe11M47A~&sessionId=,10-15K·13薪,博卓信息,长沙,经验不限,本科,不限 Hbase Spark Flink 计算机相关专业 大数据开发经验 数仓建设经验 spark Hadoop MapReduce,不需要融资,20-99人,信息安全,五险一金 全勤奖 带薪年假 员工旅游 通讯补贴 节日福利 零食下午茶
数据标注实习生,https://www.zhipin.com/job_detail/55d3fe0ddc5d23661Xx739W5FlBS.html?lid=4GheoLrpdiX.search.140&securityId=icstD20JzRRNC-V1fegR77ND5kAICRyeLFQcpOQQrjreeviI_PVvnscudBWqoOnUYU2Tp9yqgv4IRHHltreJz2t1pfzP-oGWKKnSnzzXpvLOrvZs2Rmb&sessionId=,2-3K,长沙新颖,长沙,经验不限,大专,数据标注 不接受居家办公 标注结果整理 视频标注 数据分析能力强 区域标注 图片标注 接受加班 兼职工作 全职工作 标注数据分析 描点标注 标框标注,,0-20人,互联网,交通补助 生日福利 节日福利 带薪年假 五险一金
电商数据分析师,https://www.zhipin.com/job_detail/c758c947d1c3944e1XBz2d-4FFdU.html?lid=4GheoLrpdiX.search.141&securityId=oE2A_R2D_V39O-Y1pSXatefON0Hg7nQSWSd_Ub4jNk6tWTvc5MaS9o4c2z_nBpLtHwxntZrYibg3Zkz_dfLVB2H9U7LomyE2lZftqk6WFyml_u6tAQ~~&sessionId=,12-20K·13薪,标鲨电商,长沙,3-5年,大专,SQL 数学/统计相关专业 数据分析/挖掘经验 电商/零售行业数据相关经验,未融资,100-499人,电子商务,生日福利 节日福利 宿舍有空调 包住 团建聚餐 工龄奖 年终奖 定期体检
数据专员,https://www.zhipin.com/job_detail/a1bce7ed6bb9ae691XB-39m6F1BQ.html?lid=4GheoLrpdiX.search.142&securityId=-gVT1rZhHcBD8-b1LDfOMpLPDYtL2XnqZaS0eWrwoZ_aK2kLzINAQRqUnm2acgOPgexJ_BW1cQ7k0-zDNxBzjBTZOou0ln6U2h7JtLGoLCf0DPGCJw~~&sessionId=,5-7K·13薪,美亚维科电子商务,长沙,经验不限,本科,业务数据分析 统计/数学相关专业,未融资,20-99人,贸易/进出口,五险一金 定期体检 加班补助 年终奖 带薪年假 节日福利 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/ce2940cc3adc151d1XB53dW4E1FR.html?lid=4GheoLrpdiX.search.143&securityId=T9d0x6E2ZH26z-T1EQr_e2cPxI4mz68PIpkGFKrnBm_Zu0Tcc-Cf5zFA3bDay1h-OtgdMvG4PHuzTOqSUknreFDzsYWByaantL1-yM-Iftkj5sH_pRE~&sessionId=,10-15K·13薪,益丰大药房,长沙,5-10年,本科,数据分析 数据挖掘,已上市,10000人以上,医疗健康,通讯补贴 免费班车 有无线网 住房补贴 宿舍有空调 包住 团建聚餐 餐补 包吃 员工旅游 带薪年假 节假日加班费 股票期权 绩效奖金 年终奖 定期体检 五险一金 包住 绩效奖金 周末双休
数据专员,https://www.zhipin.com/job_detail/1839517f1a2016801HR53N69GFdQ.html?lid=4GheoLrpdiX.search.144&securityId=T0v5pJnq6BUlM-d1qMfoktHwviI8hdxZ5FkkJ8EOQAaRINx6Og1zQqHMpZMbDr4OaESNML48jCXXDhU79eWB9l9SzDfy1Jdw1HcEe7k9i5S841F_RZA~&sessionId=,4-5K,山西凯特通讯,长沙,1-3年,大专,数学/统计相关专业,不需要融资,20-99人,通信/网络设备,五险一金 五险一金 全勤奖 带薪年假 餐补
数据专员,https://www.zhipin.com/job_detail/950b476562cd39391Xx60t28FldW.html?lid=4GheoLrpdiX.search.145&securityId=2DP1pGCUSXEBY-T1tocBVZFXgiPT7cDoTOTqQNkIZqxvwuK-tdgkglKaUoX7blVJChHXIeYINWzanLIO-EgURh9NgxcOGjSyaUzDSA4LQPdbtJG0OtuuyNSRBhOf3i7DZbRjK2W23Kq4VECi53KOuYBX&sessionId=,5-6K,丝享家居,长沙,1-3年,本科,业务数据分析 竞品分析,未融资,100-499人,服装/纺织/皮革,通讯补贴 有无线网 零食下午茶 餐补 保底工资 绩效奖金 年终奖 五险一金
